Frame,Area,Perimeter,Aspect_Ratio,Time,Division_Speed
20,281.0,91.25483322143556,1.3636363636363635,2.0,2790.0
20,2.0,6.828427076339722,1.0,2.0,2790.0
20,308.0,85.59797919,1.6666666666666667,2.0,3060.0
20,129.0,69.11269783973694,2.083333333333333,2.0,1790.0
20,0.0,0.0,1.0,2.0,1290.0
20,1.5,8.242640614509583,0.5,2.0,15.0
20,0.0,0.0,1.0,2.0,15.0
20,136.0,67.11269783973694,2.363636363636364,2.0,1360.0
20,14.0,23.313708305358887,1.0,2.0,1220.0
20,0.0,2.0,2.0,2.0,140.0
20,0.0,0.0,1.0,2.0,0.0
20,1.0,4.0,1.0,2.0,10.0
20,0.5,8.242640614509583,2.0,2.0,5.0
20,188.0,68.62741661071777,0.4285714285714285,2.0,1875.0
20,0.0,6.0,0.25,2.0,1880.0
20,0.0,0.0,1.0,2.0,0.0
21,310.5,89.01219248771667,1.12,2.1,3105.0
21,289.5,95.15432798862456,1.6111111111111112,2.1,210.0
21,27.5,33.899494767189026,2.5,2.1,2620.0
21,10.5,13.41421353816986,0.8,2.1,170.0
21,164.5,60.38477599620819,2.272727272727273,2.1,1540.0
21,0.0,0.0,1.0,2.1,1645.0
21,103.0,57.455843687057495,2.090909090909091,2.1,1030.0
21,0.0,2.0,0.5,2.1,1030.0
21,0.5,3.414213538169861,1.0,2.1,5.0
21,0.0,0.0,1.0,2.1,5.0
